"Fold","Landmark","S-MHA Expected Error Accuracy (%)","S-MHA True Separation Accuracy (%)","S-MHA Av Distance (%) From Correct Bin ","S-MHA Binned keys","S-MHAexpected error bounds","S-MHA B0%","S-MHA NOE0","S-MHA OE0","S-MHA B1%","S-MHA NOE1","S-MHA OE1","S-MHA B2%","S-MHA NOE2","S-MHA OE2","S-MHA B3%","S-MHA NOE3","S-MHA OE3","S-MHA B4%","S-MHA NOE4","S-MHA OE4","S-MHA NEE0","S-MHA NEE1","S-MHA NEE2","S-MHA NEE3","E-MHA Expected Error Accuracy (%)","E-MHA True Separation Accuracy (%)","E-MHA Av Distance (%) From Correct Bin ","E-MHA Binned keys","E-MHAexpected error bounds","E-MHA B0%","E-MHA NOE0","E-MHA OE0","E-MHA B1%","E-MHA NOE1","E-MHA OE1","E-MHA B2%","E-MHA NOE2","E-MHA OE2","E-MHA B3%","E-MHA NOE3","E-MHA OE3","E-MHA B4%","E-MHA NOE4","E-MHA OE4","E-MHA NEE0","E-MHA NEE1","E-MHA NEE2","E-MHA NEE3","E-CPV Expected Error Accuracy (%)","E-CPV True Separation Accuracy (%)","E-CPV Av Distance (%) From Correct Bin ","E-CPV Binned keys","E-CPVexpected error bounds","E-CPV B0%","E-CPV NOE0","E-CPV OE0","E-CPV B1%","E-CPV NOE1","E-CPV OE1","E-CPV B2%","E-CPV NOE2","E-CPV OE2","E-CPV B3%","E-CPV NOE3","E-CPV OE3","E-CPV B4%","E-CPV NOE4","E-CPV OE4","E-CPV NEE0","E-CPV NEE1","E-CPV NEE2","E-CPV NEE3"
"0","10","0.68","0.27","27.200000000000003","{0: [2, 3, 10, 12, 22, 25, 28, 34, 46, 47, 71, 74, 89], 1: [26, 27, 43, 44, 54, 56, 69, 76, 77, 80, 92, 95, 98], 2: [16, 18, 37, 58, 66, 67, 83, 84, 86, 87, 88, 90], 3: [0, 4, 6, 11, 13, 17, 19, 23, 24, 29, 31, 33, 38, 40, 41, 42, 52, 57, 59, 61, 64, 73, 78, 79, 82, 93, 94, 96, 99], 4: [1, 5, 7, 8, 9, 14, 15, 20, 21, 30, 32, 35, 36, 39, 45, 48, 49, 50, 51, 53, 55, 60, 62, 63, 65, 68, 70, 72, 75, 81, 85, 91, 97]}","[array([50.60522712]), array([49.05181491]), array([41.50013142]), array([41.50013142])]","1.0","74.8121457792741","37.8588562828428","0.9627345398181317","72.02423673961644","36.44802858150345","0.9865830665867068","73.80839620084801","37.35090652899246","0.8641591160063383","64.64959776315483","32.716075778392444","0.754881712322886","56.47432070840781","28.578958257378424","100.0","96.93033251457463","82.00759840134663","82.00759840134663","0.71","0.27","26.6","{0: [2, 11, 12, 14, 25, 28, 34, 42, 50, 67, 68, 69, 71, 80, 86, 88, 92, 93], 1: [1, 3, 8, 22, 27, 39, 41, 43, 47, 52, 57, 58, 64, 73, 77, 79, 89, 90, 95], 2: [0, 6, 13, 15, 26, 30, 33, 37, 48, 56, 65, 66, 72], 3: [16, 29, 31, 36, 46, 55, 59, 61, 70, 76, 84, 85, 87, 94, 98, 99], 4: [4, 5, 7, 9, 10, 17, 18, 19, 20, 21, 23, 24, 32, 35, 38, 40, 44, 45, 49, 51, 53, 54, 60, 62, 63, 74, 75, 78, 81, 82, 83, 91, 96, 97]}","[array([29.39906209]), array([20.88991123]), array([20.88991123]), array([15.48789641])]","1.0","66.88024098323321","19.662163571905502","0.869651487839466","58.16250107813079","17.09922980445057","0.7166355046185164","47.92875524602731","14.090604513244312","0.7055112472456757","47.18476223217221","13.87187754516354","0.6095055718949632","40.76387952895851","11.984198252586577","100.0","71.05638666578527","71.05638666578527","52.68160039758866","0.73","0.33","21.200000000000003","{0: [5, 6, 7, 9, 10, 18, 19, 20, 21, 23, 29, 32, 36, 46, 53, 60, 62, 74, 78, 81, 82, 91], 1: [16, 17, 24, 31, 35, 38, 40, 44, 45, 49, 51, 54, 59, 63, 70, 72, 75, 76, 83, 87, 94, 96, 97, 98], 2: [3, 27, 37, 43, 56, 64, 66, 69, 73, 85, 92, 95], 3: [0, 2, 4, 12, 13, 15, 22, 25, 26, 30, 33, 34, 39, 41, 47, 48, 55, 58, 61, 65, 68, 77, 79, 80, 84, 89, 90, 99], 4: [1, 8, 11, 14, 28, 42, 50, 52, 57, 67, 71, 86, 88, 93]}","[array([22.97654821]), array([22.97654821]), array([27.40739729]), array([27.40739729])]","1.0","73.25488816966404","20.077258235097247","0.9534493123238106","69.84482274972383","19.142648057601033","0.7938487416407507","58.15330079252172","15.938306185528349","0.6569109478290642","48.12193802064611","13.188970737026619","0.6058384472153971","44.38062769964683","12.16357495349386","100.0","100.0","83.83338252646855","83.83338252646855"
"1","10","0.58","0.24","30.4","{0: [0, 1, 2, 3, 9, 10, 14, 18, 23, 27, 33, 34, 35, 39, 43, 44, 45, 47, 49, 62, 69, 75, 77, 79, 80, 84, 87, 90, 99], 1: [13, 16, 24, 25, 32, 36, 38, 54, 55, 57, 60, 63, 64, 72, 81, 86, 88, 94, 98], 2: [4, 8, 19, 21, 26, 30, 51, 52, 56, 59, 68, 76], 3: [6, 12, 37, 42, 46, 50, 58, 61, 65, 67, 73, 74, 78, 83, 89, 92], 4: [5, 7, 11, 15, 17, 20, 22, 28, 29, 31, 40, 41, 48, 53, 66, 70, 71, 82, 85, 91, 93, 95, 96, 97]}","[array([37.6929665]), array([37.55401211]), array([17.74756275]), array([17.74756275])]","1.0","78.35728156366258","29.53518388731744","0.9699649721805533","76.00381843204177","28.64809381760939","0.9019000297688274","70.67043457487168","26.637783227199392","0.8926532214679298","69.94587981327304","26.364677043661608","0.5665880364646341","44.39629830386206","16.734281845337087","100.0","99.63135195391078","47.0845475986961","47.0845475986961","0.63","0.35","19.6","{0: [3, 8, 11, 16, 20, 27, 41, 51, 67, 72, 84, 92], 1: [1, 2, 4, 10, 12, 18, 19, 23, 26, 30, 31, 32, 35, 38, 39, 40, 42, 49, 50, 55, 57, 62, 66, 69, 73, 79, 80, 83, 98], 2: [0, 6, 9, 13, 29, 33, 36, 48, 56, 60, 64, 65, 71, 76, 82, 86, 87, 90, 94, 99], 3: [14, 22, 25, 34, 43, 44, 45, 47, 54, 58, 61, 68, 75, 77, 81, 85, 88, 89, 97], 4: [5, 7, 15, 17, 21, 24, 28, 37, 46, 52, 53, 59, 63, 70, 74, 78, 91, 93, 95, 96]}","[array([33.18250795]), array([21.233034]), array([8.92718056]), array([8.92718056])]","1.0","61.98417282580375","20.567903073629488","0.7866297537492806","48.75859460631486","16.179324529948236","0.6238454192515416","38.66854228347355","12.831192116093458","0.5061830459072928","31.37533739900939","10.411123825735743","0.44334386232563666","27.480302583651607","9.11865358860223","100.0","63.988635327129565","26.903272571646745","26.903272571646745","0.66","0.37","17.0","{0: [17, 21, 22, 24, 28, 34, 44, 46, 70, 74, 88, 95, 96], 1: [7, 9, 14, 15, 25, 37, 47, 52, 53, 56, 58, 59, 63, 77, 78, 81, 85, 86, 87, 89, 91, 93, 97], 2: [0, 2, 5, 10, 13, 23, 29, 31, 36, 39, 43, 45, 48, 54, 57, 60, 65, 68, 75, 76, 79, 82, 90, 99], 3: [1, 6, 8, 19, 26, 27, 30, 32, 33, 35, 38, 40, 42, 49, 50, 55, 61, 62, 64, 66, 69, 71, 84, 94], 4: [3, 4, 11, 12, 16, 18, 20, 41, 51, 67, 72, 73, 80, 83, 92, 98]}","[array([9.02395497]), array([15.45375701]), array([24.48731448]), array([25.81352507])]","1.0","73.11894611925145","18.874577488335298","0.8932572674352547","65.31403000822817","16.85985351122536","0.7258013379737295","53.06982892458174","13.699193594722594","0.5358765714388943","39.18273015360972","10.114443871806857","0.48465573238142984","35.43751638238412","9.147672175999192","100.0","94.86234215832697","59.86689909424534","34.95824357105545"
"2","10","0.71","0.35","20.400000000000002","{0: [2, 11, 12, 20, 21, 24, 27, 28, 29, 30, 31, 34, 38, 44, 45, 46, 48, 52, 56, 58, 59, 63, 65, 66, 71, 73, 80, 81, 85, 88, 92, 93, 94, 95, 99], 1: [8, 9, 22, 25, 26, 32, 40, 54, 72, 79, 83, 97], 2: [0, 1, 3, 5, 10, 13, 14, 15, 18, 39, 50, 51, 60, 61, 64, 67, 74, 75, 82, 84, 90, 91], 3: [4, 7, 17, 19, 35, 37, 42, 47, 53, 55, 62, 68, 70, 77, 78, 86, 87, 96], 4: [6, 16, 23, 33, 36, 41, 43, 49, 57, 69, 76, 89, 98]}","[array([25.86499134]), array([18.34339253]), array([18.34339253]), array([11.70071251])]","1.0","85.21781878457293","22.041581452289527","0.6134961026369785","52.280799699559786","13.522424316935137","0.5657899876656088","48.215388639013604","12.470906098021404","0.3759238452842297","32.03541012423132","8.285956055690235","0.31755334410598823","27.061203332459232","6.999377899559064","100.0","70.91977061534493","70.91977061534493","45.23764325471364","0.6","0.28","23.0","{0: [2, 11, 12, 14, 17, 18, 23, 24, 25, 26, 27, 32, 38, 39, 44, 50, 51, 52, 58, 59, 65, 73, 74, 75, 81, 82, 89, 94, 99], 1: [0, 4, 8, 10, 20, 28, 29, 34, 35, 40, 45, 46, 48, 54, 55, 56, 63, 64, 66, 67, 78, 91, 95, 96], 2: [21, 30, 31, 61, 71, 72, 76, 79, 85, 88, 93], 3: [1, 6, 7, 9, 13, 16, 19, 36, 37, 41, 43, 57, 60, 68, 70, 77, 80, 83, 84, 87, 90, 92, 97], 4: [3, 5, 15, 22, 33, 42, 47, 49, 53, 62, 69, 86, 98]}","[array([21.27743758]), array([15.37205641]), array([12.5830204]), array([8.44026493])]","1.0","89.29130598862642","18.998901899139895","0.783350479366381","69.94638734944073","14.882798910126084","0.6120363728760949","54.64952704664845","11.628019006978333","0.5229255520517788","46.69270547752677","9.935011263985318","0.41551039971942927","37.10146624280403","7.894241322341841","100.0","72.24580663719591","59.1378560138063","39.667675643725836","0.64","0.4","16.0","{0: [1, 3, 5, 7, 16, 42, 49, 57, 60, 69, 70, 83, 86, 98], 1: [6, 13, 15, 19, 22, 30, 33, 36, 37, 41, 47, 53, 62, 68, 71, 72, 77, 79, 80, 84, 87, 93], 2: [9, 20, 29, 31, 45, 61, 63, 64, 76, 88, 90, 91, 92, 97], 3: [0, 4, 8, 10, 14, 18, 21, 23, 25, 27, 35, 38, 43, 44, 50, 51, 52, 54, 56, 66, 67, 73, 75, 81, 85, 89, 95], 4: [2, 11, 12, 17, 24, 26, 28, 32, 34, 39, 40, 46, 48, 55, 58, 59, 65, 74, 78, 82, 94, 96, 99]}","[array([10.2076184]), array([16.62422668]), array([21.00837645]), array([24.76470654])]","1.0","91.97419849489827","22.777140353434525","0.851864441903","78.34954927033226","19.403035955324803","0.6088902592878136","56.00219356934743","13.86877889563767","0.4512055258226635","41.4992665940086","10.277171589908033","0.4127105016706951","37.95871760158956","9.400365021889797","100.0","84.83192162437105","67.12870450170585","41.21841049310134"
"3","10","0.64","0.35","21.6","{0: [4, 10, 12, 19, 23, 24, 27, 37, 38, 42, 50, 51, 55, 70, 71, 73, 74, 77, 78, 79, 86, 87, 92, 93, 97], 1: [5, 8, 13, 26, 35, 39, 40, 48, 49, 52, 53, 54, 60, 62, 63, 66, 75, 82, 94], 2: [2, 11, 15, 28, 31, 32, 41, 44, 46, 56, 57, 58, 64, 68, 69, 83, 84, 88, 89, 99], 3: [0, 6, 7, 14, 18, 20, 22, 25, 29, 36, 43, 47, 59, 61, 80, 85, 90, 95], 4: [1, 3, 9, 16, 17, 21, 30, 33, 34, 45, 65, 67, 72, 76, 81, 91, 96, 98]}","[array([32.87438446]), array([32.87438446]), array([11.99992863]), array([10.30751297])]","1.0","75.08204903588842","24.68276146057649","0.7486928579464271","56.21339387315308","18.47980721992894","0.49761285550141643","37.36179281764581","12.28245941205778","0.4108122115508777","30.84462261220477","10.1399798228022","0.29346679915180446","22.034088604321","7.2435710000629","100.0","100.0","36.50236749512497","31.354238672926808","0.7","0.35","22.200000000000003","{0: [5, 10, 12, 13, 23, 25, 32, 34, 37, 40, 42, 44, 48, 49, 54, 55, 57, 60, 64, 66, 70, 73, 78, 86, 92, 93, 94, 97], 1: [19, 22, 24, 26, 29, 39, 41, 51, 52, 58, 62, 68, 69, 71, 74, 75, 77, 82, 83], 2: [0, 1, 2, 4, 8, 11, 15, 18, 27, 38, 46, 56, 63, 79, 84, 87], 3: [7, 14, 28, 35, 45, 47, 50, 59, 61, 65, 67, 80, 85, 95, 96, 98, 99], 4: [3, 6, 9, 16, 17, 20, 21, 30, 31, 33, 36, 43, 53, 72, 76, 81, 88, 89, 90, 91]}","[array([21.71023517]), array([13.24158556]), array([12.7414691]), array([10.87054462])]","1.0","80.22632117053165","17.417322993120813","0.6599093733560013","52.94210133030284","11.493854701929429","0.5494451628724819","44.0799641022028","9.569863868757889","0.49700110732791236","39.872570458598965","8.656428814268953","0.49934759539202206","40.060820563653046","8.697298354781054","100.0","60.99236355161898","58.68876592977639","50.071058794051005","0.67","0.43","15.6","{0: [9, 16, 17, 21, 30, 31, 33, 35, 41, 43, 50, 56, 61, 72, 80, 81, 84, 88, 91, 95, 96, 99], 1: [3, 6, 8, 14, 15, 24, 27, 28, 36, 45, 46, 53, 67, 75, 76, 79, 89, 90], 2: [0, 1, 7, 11, 19, 20, 47, 59, 63, 69, 77, 85, 87, 98], 3: [2, 18, 22, 25, 26, 29, 37, 40, 44, 51, 52, 54, 57, 58, 65, 74, 83, 86, 93, 94], 4: [4, 5, 10, 12, 13, 23, 32, 34, 38, 39, 42, 48, 49, 55, 60, 62, 64, 66, 68, 70, 71, 73, 78, 82, 92, 97]}","[array([11.327919]), array([11.327919]), array([12.07589168]), array([27.94310606])]","1.0","62.077962208681804","17.346510818208056","0.7577313859780139","47.03842034307524","13.143995684163404","0.5966740345573536","37.040308168153096","10.350212595392982","0.5046789707523953","31.329442073883623","8.754419225878532","0.43202542109792996","26.819257764107142","7.494133640816133","100.0","43.21599630529588","40.53922629798708","40.53922629798708"
